text,author,published_at,like_count,clean_text,sentiment_score,sentiment_label
"And I bet Van Jones is one of them guys who still thinks there’s racial inequality in this country. I bet he believes in white privilege. But it’s black woman privilege. If you’re a black woman, you can get a job doing anything are you gonna even gotta know it because it’s DEI I mean, dude I don’t know where you call yourself educated that’s why I don’t understand because you went to some college. I want to go out and live life. They were our graduate. I got a masters degree and a doctors degree in the school. Hard knocks and I can tell you right now there ain’t nobody in this country that believes in the racist bullshit no more OK and the only people have privileged is black women",@DatDude-p4x,2025-10-02T07:50:16Z,0,bet van jones one guys still thinks theres racial inequality country bet believes white privilege black woman privilege youre black woman get job anything gon even got know dei mean dude dont know call educated thats dont understand went college want live life graduate got masters degree doctors degree school hard knocks tell right aint nobody country believes racist bullshit people privileged black women,-0.25,Negatif
Van Jones is obviously confused because the dude that stabbed her said the reason he stabbed her was cause she was white I mean dude how are you dumb dude did you go to college? The black guy said I stabbed her because she’s white that’s racist.,@DatDude-p4x,2025-10-02T07:48:34Z,0,van jones obviously confused dude stabbed said reason stabbed cause white mean dude dumb dude college black guy said stabbed shes white thats racist,-0.9538,Negatif
"I give credit that Van came forward to say this, but it is all-telling that he admits that he agreed with Charlie on virtually nothing.",@norrispg4212,2025-10-02T04:47:13Z,0,give credit van came forward say telling admits agreed charlie virtually nothing,0.7096,Positif
"Let's disagree agreeably. Talk, conversation, listen, respect their opinions. Both sides. Who knows someone's perception in religion or personal thoughts could change someone mind. I think you and Charlie would have a good conversation and walk away with some new thoughts perhaps even convince one or the other. That's the hope you hopefully will come to my side see it my way but if you don't, see it my way, don't worry we won't assassinate you, unlike others do, we won't even burn your businessdown.",@patriciaschat9662,2025-10-02T03:43:59Z,0,let disagree agreeably talk conversation listen respect opinions sides knows someone perception religion personal thoughts could change someone mind think charlie would good conversation walk away new thoughts perhaps even convince one hope hopefully come side see way see way worry assassinate unlike others even burn businessdown,0.8658,Positif
Kirk's messaging was  very hateful and  ugly ..Maybe had he lived he would have  softened....,@leannestout1605,2025-10-01T14:10:52Z,1,kirk messaging hateful ugly maybe lived would softened,-0.7579,Negatif
"The message was ""Please save me from Trump""",@joeldesrochers980,2025-10-01T12:59:56Z,1,message please save trump,0.6705,Positif
"Oh Van, if you were his Doctor he'd want another Doctor. He was a racist asshole.",@petehjr1,2025-10-01T12:49:37Z,0,van doctor want another doctor racist asshole,-0.5719,Negatif
"Am I the only one who notices that he calls Charlie Kirk ""Kirk"" and Van Jones ""Van""?",@kevinmaxim,2025-10-01T05:57:58Z,0,one notices calls charlie kirk kirk van jones van,0.0,Netral
"Hope that everybody gets the message. There will always be a way to solve problems—just converse with diplomacy.❤everybody must keep in mind that  every person has a  different views but in the end we can all agree on one thing , Let’s  just give ❤️ LOVE and hate evil things",@FRIENDSKEEPER,2025-10-01T01:49:36Z,0,hope everybody gets message always way solve problemsjust converse diplomacy everybody must keep mind every person different views end agree one thing lets give love hate evil things,0.3182,Positif
It’s about time cnn was descent.,@coffeegitters,2025-10-01T01:22:44Z,0,time cnn descent,0.0,Netral
I love van jones he is amazing man!!!!!,@KeithEldridge-u9w,2025-09-30T23:58:27Z,0,love van jones amazing man,0.8402,Positif
Im sorry i would not give Charlie kirk my time. But I do feel bad for his kids.,@c1886,2025-09-30T15:39:10Z,1,sorry would give charlie kirk time feel bad kids,-0.5859,Negatif
Who gives a F🤬qk about either of these 🤡's...,@1stfamilytv1,2025-09-30T02:24:39Z,0,gives fqk either,0.0,Netral
"he said they were enemies, why were they enemies",@Lisa-wl8zz,2025-09-30T02:14:49Z,0,said enemies enemies,-0.7506,Negatif
I saved a number of videos of this guy because I know so little about him and he's lying on the first video?? I'm with Megyn Kelly on this. He's a coward but I differ from her in that he's NOT a good man 😡,@padisharcreel451,2025-09-30T02:07:56Z,0,saved number videos guy know little lying first video megyn kelly coward differ good man,-0.0276,Netral
"Truly a shame he was assassinated, but he broke many bible principles , his motive wasn't love  See 1 Cor 13 : all , but too prove people his understanding is superior to theirs , a fact, his motive or saying was ""prove me wrong"" not the way God wants you to go about it .  When you break bible principles they will break you .   Also, you have to watch who you preach to See Matt 7 : 6 [Niv] bible . He was an advocate of the Catholic church I believe not good , you want to come out of the Catholic church  . Another thought , fetus feels pain at 7wks not 24 as the left has taught for like last 6 decades that's why everyone should be against abortion .",@biblebill6206,2025-09-29T22:01:59Z,0,truly shame assassinated broke many bible principles motive love see cor prove people understanding superior fact motive saying prove wrong way god wants break bible principles break also watch preach see matt niv bible advocate catholic church believe good want come catholic church another thought fetus feels pain wks left taught like last decades everyone abortion,0.7269,Positif
Nazi Democrats,@sirsouthpaw,2025-09-29T21:27:02Z,0,nazi democrats,0.0,Netral
Can jones is a good man .,@deborah5227,2025-09-29T20:31:19Z,0,jones good man,0.4404,Positif
"I disagree he was trying to have a debate. I think he was trying to advance his platform, by using Van as a stepping stone.",@benmc62,2025-09-29T19:20:45Z,0,disagree trying debate think trying advance platform using van stepping stone,-0.3818,Negatif
Amen Praise the good❤I’m so sorry Charlie ❤❤,@andreacurtis5472,2025-09-29T19:20:30Z,0,amen praise goodim sorry charlie,0.5106,Positif
What points did you [Van] disagree with Charlie and why? Or were you just placating Anderson and the left?,@861864131,2025-09-29T17:41:05Z,0,points van disagree charlie placating anderson left,-0.3818,Negatif
"Goofy Drama queen  cowards always looking for evil USA will have to answer to God for their evil ways, now you wonder why Mass Shootings are high all across the usa  More Natural Disasters,  zero peace for the USA just a  deranged crazy deceased animal rooming the world dying slowly",@Xmen6000,2025-09-29T15:47:10Z,0,goofy drama queen cowards always looking evil usa answer god evil ways wonder mass shootings high across usa natural disasters zero peace usa deranged crazy deceased animal rooming world dying slowly,-0.8271,Negatif
"But if Van Jones was his pilot, Kirk would say something racist.",@Pen_Wil,2025-09-29T15:42:59Z,0,van jones pilot kirk would say something racist,-0.6124,Negatif
"This was kind of Van. Its sad that he just does not understand the kind of people ruling this world, nor did Charlie understand. They want us all at each others throats and many are ready to crash out and do it that way. If the powers that be cant brain wash people to crash out and be violent, they will put a chip in people to make them start something. God or some Aliens need to come and stop the human demons from doing all of this.",@jackwolfski,2025-09-29T14:17:51Z,0,kind van sad understand kind people ruling world charlie understand want others throats many ready crash way powers cant brain wash people crash violent put chip people make start something god aliens need come stop human demons,-0.4404,Negatif
"""We need to be able to disagree agreeably, have a nice and civilised dialogue"". 

What a nice way to defend inaction in face of intolerable suffering and abuse, under the guise of ""reasonableness"".

Meanwhile, people die in Gaza with the US's benediction against the entire world. The planet is burning by the endless fire of endless greed. People get all the hate in the world just for being brown or gay or trans etc. and the ones spreading that hate are the ones in power. Divide and conquer, that's all there is to it. A distraction to keep you off the real issues, and to form a front, dancing in their palms, against us. And you're all too blind and brainwashed to see it.

The people we disagree with couldn't give 2 shits about other's suffering, and just won't even try to listen. The only answers we get are lies and denial, ranging from fairly elaborate to painly obvious, just flooding the zone with bullshit.

Dictatorships say ""shut up"", ""democracies"" say ""keep talking"". 
There's effectively no difference. ""Democraties"" are just oligarchies.

There's nothing reasonable in tolerating the intolerable, unreasonable monstruosities that they advocate for.",@brocolive1950,2025-09-29T14:14:54Z,0,need able disagree agreeably nice civilised dialogue nice way defend inaction face intolerable suffering abuse guise reasonableness meanwhile people die gaza benediction entire world planet burning endless fire endless greed people get hate world brown gay trans etc ones spreading hate ones power divide conquer distraction keep real issues form front dancing palms blind brainwashed see people disagree give shits suffering even try listen answers get lies denial ranging fairly elaborate painly obvious flooding zone bullshit dictatorships say shut democracies say keep talking effectively difference democraties oligarchies nothing reasonable tolerating intolerable unreasonable monstruosities advocate,-0.989,Negatif
Van Jones is not one of us,@M.J.G.79,2025-09-29T13:36:01Z,2,van jones one,0.0,Netral
September 10th a day I will always call off work and barbecue,@PE773,2025-09-29T10:58:15Z,0,september day always call work barbecue,0.0,Netral
I think CNN are scum. But this was a beautiful video. Thank you,@InstagramJesusisseekingyou,2025-09-29T07:34:59Z,0,think cnn scum beautiful video thank,0.7506,Positif
That woman on that train was killed because she is White. The Black guy said I got me a White girl.,@lisajackson152,2025-09-29T06:04:39Z,0,woman train killed white black guy said got white girl,-0.6705,Negatif
❤❤❤❤❤❤❤❤❤❤,@toscavanson,2025-09-29T05:52:24Z,0,,0.0,Netral
Van jones always trying to have it all ways! Hitler reached out to people too!,@MBrun-b6h,2025-09-29T04:01:35Z,2,van jones always trying ways hitler reached people,0.1027,Positif
3:46 it definitely isn’t Both sides in this craziness. It’s only one side and that’s clear. Van jones has called people racist and facist plenty of times. And was part of the radicalization of democrats since 2012.,@johnquigley1366,2025-09-29T02:14:49Z,0,definitely isnt sides craziness one side thats clear van jones called people racist facist plenty times part radicalization democrats since,0.3578,Positif
1:57  Van you were not Charlie’s mortal enemy. I guarantee Charlie loved you.,@johnquigley1366,2025-09-29T02:11:56Z,0,van charlies mortal enemy guarantee charlie loved,0.34,Positif
Another zionist mossad operation. Charlie challenged the genocidal zionist control of the US,@riazhus2157,2025-09-28T23:19:38Z,0,another zionist mossad operation charlie challenged genocidal zionist control,-0.1027,Negatif
I don’t believe van received any message from Charlie. Van openly attacked him in the hours before his death. If Charlie actually emailed/text/called him PRODUCE THE EVIDENCE.,@mcahill135,2025-09-28T21:32:22Z,0,dont believe van received message charlie van openly attacked hours death charlie actually emailed text called produce evidence,-0.7845,Negatif
Van Jones better not buy into that message. Just saying,@juanitateall4068,2025-09-28T21:18:49Z,0,van jones better buy message saying,0.4404,Positif
You Tube is still shadow banning I see.,@sluggonotnancy6178,2025-09-28T21:16:17Z,1,tube still shadow banning see,0.0,Netral
Thank you for Sharing about 😢 Charlie Kirk 🙏,@RIPWILLIAM-u3h,2025-09-28T19:58:05Z,0,thank sharing charlie kirk,0.6486,Positif
That note in fruition would’ve been wonderful,@ThaliaSanders,2025-09-28T19:16:52Z,0,note fruition wouldve wonderful,0.5719,Positif
F××k CNN. The left murder!!!?? Shame on u!,@richardbishop7276,2025-09-28T18:34:57Z,0,cnn left murder shame,-0.8316,Negatif
"Wow.  Van Jones has sure changed his tune from what it was when he worked for obama.  Both Jones and obama were/are anti White communists, and Van Jones constantly said ""Upside down, downside up, inside out""....that's how we will destroy America""....and the homosexual, Kenyan born obama was noted for saying ""I will fundamentally change America.""  Both of those sayings were about the hatred these men have for America and the entire White race.",@sluggonotnancy6178,2025-09-28T18:32:23Z,0,wow van jones sure changed tune worked obama jones obama anti white communists van jones constantly said upside downside inside destroy america homosexual kenyan born obama noted saying fundamentally change america sayings hatred men america entire white race,-0.7096,Negatif
"Good on you Van. I wonder how many CNN staffers and writers walked out in protest after this aired? When someone who vehemently disagreed with the man has the capability and capacity to see him as a good human what is everyone elses excuse? You going to call Van an Uncle Tom now? You going to continue to crap on people speaking honestly because you disagree. Get Van some security, we know how the cabal treats those who step outside its safe spaces and speak truth.",@handshakeFMG,2025-09-28T18:21:16Z,0,good van wonder many cnn staffers writers walked protest aired someone vehemently disagreed man capability capacity see good human everyone elses excuse going call van uncle tom going continue crap people speaking honestly disagree get van security know cabal treats step outside safe spaces speak truth,0.802,Positif
"He spoke of revolution and Republicans jailing all Democrats. Stop with the lies. This is nuts. This man did not deserve to die, no one does. But we also can't reinvent a person in death that's absurd and dangerous",@JP-vs1wx,2025-09-28T18:03:26Z,1,spoke revolution republicans jailing democrats stop lies nuts man deserve die one also reinvent person death absurd dangerous,-0.9531,Negatif
I think Charlie was gonna run for president in 2028.   He would have been the youngest president in history  at 35 and 3 months.,@derekgrey3927,2025-09-28T17:56:46Z,0,think charlie gon run president would youngest president history months,0.0,Netral
"There goes Van Jones...always looking to get pat on the head like a good boy...He's the guy they parade around as the ""black friend""",@rewsplit7,2025-09-28T17:47:53Z,0,goes van jones always looking get pat head like good boy guy parade around black friend,0.8225,Positif
This is how the. World should be  not greedy or money grabbing nor power believing in faith and god  is the world 🙏,@KathleenSoriano-c2l,2025-09-28T17:38:00Z,0,world greedy money grabbing power believing faith god world,0.3818,Positif
"""Words not weapons"" is the only way to save & heal this country.Thank you.",@Joaquinonbasstheelectriklovein,2025-09-28T17:32:33Z,0,words weapons way save heal country thank,0.4215,Positif
You live with this on your conscience that everytime you look at your children growing knowing you are responsible for the death of the father of Kirk 2 children and hope that if you own children are with a conscience how they would have judge you????,@CountryLife1736,2025-09-28T17:26:44Z,0,live conscience everytime look children growing knowing responsible death father kirk children hope children conscience would judge,0.25,Positif
"LITTLE TOO.LATE FOR CNN TO SAY THESE NOW CNN AND ALL THE COMMENTATORS ON CNN HAVE BEEN ONLY INTERVIEWING AND PUSHING THIS NARRATIVES OF HAVE AGAINST CONSERVATIVES MSNBC,ABC, CBS....  CALL CÓNERVATIVES, MAGA, PRESIDENT TRUMP SUPPORTERS NAZIS, FASCIST....  TOO LATE NOW YOU HAVE CAUSE THE ASSINATION CHARLIE  KIRK WHO PER HIS MOM HAS BEEN MORE AND MORE FOCUS ON NEWS NARRATIVES!!!!!",@CountryLife1736,2025-09-28T17:25:19Z,0,little late cnn say cnn commentators cnn interviewing pushing narratives conservatives msnbc abc cbs call cnervatives maga president trump supporters nazis fascist late cause assination charlie kirk per mom focus news narratives,-0.1779,Negatif
"Van, you are such an intelligent  man that we love because of your integrity, honesty. Thank you for being ""you""",@BobMorris-o7r,2025-09-28T17:24:16Z,0,van intelligent man love integrity honesty thank,0.9382,Positif
"Everyone needs a chance and the time to disagree  even with themselves so they can possibly understand the other side, not a death sentence.",@Moshe_st,2025-09-28T17:02:15Z,0,everyone needs chance time disagree even possibly understand side death sentence,-0.6369,Negatif
"This means nothing. He called Kirk a racist, saying there was zero evidence the Charlotte train murder was racially motivated AFTER the footage came out where the killer said ""i got the white girl"". Van Jones is the first to stoke racism, division and hatred, now is trying to selfishly put on a show",@mattwalter6207,2025-09-28T16:30:21Z,0,means nothing called kirk racist saying zero evidence charlotte train murder racially motivated footage came killer said got white girl van jones first stoke racism division hatred trying selfishly put show,-0.938,Negatif
Never really cared for your views...or your ideas...But I definitely respect you...and your views...I already did...as most conservative Americans do...thank you..,@darrineales9159,2025-09-28T16:18:04Z,0,never really cared views ideas definitely respect views already conservative americans thank,0.6957,Positif
Props to you Mr Jones,@darrineales9159,2025-09-28T16:15:15Z,0,props jones,0.0,Netral
Blacks who love charlie are parrots😮😮😮😮,@Richard-e9e1m,2025-09-28T15:56:02Z,0,blacks love charlie parrots,0.6369,Positif
Too late Vans after all that you have said about conservatives. You just want to make yourself a hero 😂😂😂😂,@heatherp4811,2025-09-28T15:32:25Z,1,late vans said conservatives want make hero,0.5994,Positif
"""We need to calm down"" Amen to that.",@MissE-n6x,2025-09-28T15:17:54Z,0,need calm amen,0.3182,Positif
Van is an Uncle!!!!  This is CAP!,@jonestube5009,2025-09-28T15:08:43Z,0,van uncle cap,0.0,Netral
"The fact that Van Jones thinks Charlie Kirk saw him as his ""mortal enemy"" only shows us that Van Jones doesn't get it and is all too happy to continue to spew divisive rhetoric.  Anyone who thinks Trump's rhetoric could lead to a riot at the Capitol, but the rhetoric of Van Jones and his cronies couldn't lead to a man being assassinated for no other reason than expressing himself lives in an unbelievable state of cognitive dissonance.  I'll give Van Jones and CNN an A for effort and an F for messaging.",@weibullguy,2025-09-28T14:46:13Z,0,fact van jones thinks charlie kirk saw mortal enemy shows van jones get happy continue spew divisive rhetoric anyone thinks trump rhetoric could lead riot capitol rhetoric van jones cronies lead man assassinated reason expressing lives unbelievable state cognitive dissonance give van jones cnn effort messaging,-0.3818,Negatif
Some people do not work on themselves but blame others or government for their own failure.,@carolsun5785,2025-09-28T14:42:46Z,0,people work blame others government failure,-0.6908,Negatif
"Jones did this to benefit himself, need to watch Megan Kellys vid about this. Hes such a fraud and also it took how many days for Jones to Figure it out and make it public??? Figure what out 🙄",@denisemezynski8014,2025-09-28T14:28:23Z,0,jones benefit need watch megan kellys vid hes fraud also took many days jones figure make public figure,-0.2023,Negatif
"Look let's face the facts here people out ove all black Americans living in USA 15percent is made up ove black Americans that's proven ok 
55percent ove crimes committed in the USA fact are done by black Americans unreal",@JohnOLeary-m9e,2025-09-28T14:23:47Z,0,look let face facts people ove black americans living usa percent made ove black americans proven percent ove crimes committed usa fact done black americans unreal,0.2732,Positif
"CNN anchors, including VJ were  slamming Charlie Kirk the day before he was assasinated by a woke lunatic who was almost certainly radicalized by leftist mrdia.",@AdamChandler1999,2025-09-28T13:35:51Z,0,cnn anchors including slamming charlie kirk day assasinated woke lunatic almost certainly radicalized leftist mrdia,-0.2716,Negatif
"Yeah, okay, so what? Sometimes racists can appear respectful. BREAKING NEWS!!! Also, fyi, Van Jones DOES NOT speak for the black community. He’s always been a coward and a weakling and a little too too kowtow to white supremacists and authoritarians. Frankly, he gives me the ick.",@anonymousa-uy1hk,2025-09-28T13:35:44Z,0,yeah okay sometimes racists appear respectful breaking news also fyi van jones speak black community hes always coward weakling little kowtow white supremacists authoritarians frankly gives ick,-0.3892,Negatif
I pray that Van Jones feels the lord moving through Charlie's dignified words.. through the loss of Charlie's life... He did not deserve to die... I pray Van Jones wakes up!,@momacods5958,2025-09-28T13:12:28Z,0,pray van jones feels lord moving charlie dignified words loss charlie life deserve die pray van jones wakes,0.1531,Positif
Yes and he was killed by his own party,@calwayne9070,2025-09-28T12:55:25Z,0,yes killed party,-0.0258,Netral
No one on the left behaves like this. Yet they run around calling good ppl villains. The woke left is a massive problem for the west. How can we fix these people and reclaim their minds. I dunno if its possible,@mefninja,2025-09-28T12:12:38Z,0,one left behaves like yet run around calling good ppl villains woke left massive problem west fix people reclaim minds dunno possible,-0.4019,Negatif
"I don't believe Van Jones didn't know about the tweet until after Charlie was murdered, to me he just want to benefit using the tweet to have a tour of interviews, I don't believe people who want make others believe that they are so good of a person, no, no,no cry baby.",@isabelrivera5013,2025-09-28T12:09:44Z,0,believe van jones know tweet charlie murdered want benefit using tweet tour interviews believe people want make others believe good person cry baby,-0.25,Negatif
"Trump is an ignorant you can see the worst speech in history at the UN by a president with very little class, and shame on this president. The world needs another one now! everything he touches turns into mud and is laying every day, he has not stop any war, in fact he create some new wars,  like atattacking iran....including he has created more polarization and hatred among Americans BIG EGO-SHORT BRAIN, please Trump leave the world alone we dont want you, Thanks UN for exist.",@pJ-yl1ld,2025-09-28T12:09:16Z,1,trump ignorant see worst speech history president little class shame president world needs another one everything touches turns mud laying every day stop war fact create new wars like atattacking iran including created polarization hatred among americans big ego short brain please trump leave world alone dont want thanks exist,-0.9631,Negatif
I can respect this interview,@CarlosGarcia-gg3id,2025-09-28T12:05:21Z,1,respect interview,0.4767,Positif
"Americans needs more of this. God bless you Van, and rest in peace Charlie.",@JD-ip4fs,2025-09-28T11:54:10Z,1,americans needs god bless van rest peace charlie,0.8126,Positif
People on the right are not calling for violence. I agree to disagree with your comment Van.,@WilliamRichards-ut1hk,2025-09-28T11:53:41Z,0,people right calling violence agree disagree comment van,-0.6369,Negatif
"Jones can’t beat anybody in a debate. His beliefs and worldview are evil. Anti life, anti freedom and anti white.",@peteperkins3859,2025-09-28T11:40:56Z,0,jones cant beat anybody debate beliefs worldview evil anti life anti freedom anti white,-0.7269,Negatif
"WHEN YOU HAVE A TRICKSTER PRESIDENT THAT IS NOTHING BUT CHAOS, IT SURFACES ALL THE CHAOS WITHIN ITS PEOPLE. Calm down, are you kidding? Do you think Martin Luther King would have been successful if Blacks were CALMED DOWN? NO !!!! If you want REAL LIFE as a step towards respect, this show would actually be about the MURDERED UKRAINE WOMAN. Not the drama, self indulgent, self fulfilling news about white black religious men's drama of a crumbling Patriarch. Real Truth is like a Lion, you don't have to defend it, let it loose, and it will defend itself. Men are the world's problem if you want to focus on CORE TRUTH",@ThePolishAquarian,2025-09-28T11:39:05Z,0,trickster president nothing chaos surfaces chaos within people calm kidding think martin luther king would successful blacks calmed want real life step towards respect show would actually murdered ukraine woman drama self indulgent self fulfilling news white black religious men drama crumbling patriarch real truth like lion defend let loose defend men world problem want focus core truth,0.9273,Positif
"If you want REAL LIFE as a step towards respect, this show would actually be all about the MURDERED WOMAN. Not the drama, self indulgent, self news about white or black or religious men. Real Truth is like a Lion, you don't have to defend it, let it loose, and it will defend itself.",@ThePolishAquarian,2025-09-28T11:38:59Z,1,want real life step towards respect show would actually murdered woman drama self indulgent self news white black religious men real truth like lion defend let loose defend,0.128,Positif
Death don't redeemed you from your behavior in life.,@Jose-gj8hv,2025-09-28T11:28:28Z,19,death redeemed behavior life,-0.3818,Negatif
"Just a couple of points, Van .
"" people on both sides "" didn't kill Charlie .
And ""people on both sides "" aren't mocking his death .",@michaeljust1193,2025-09-28T11:25:36Z,1,couple points van people sides kill charlie people sides mocking death,-0.9062,Negatif
Every Christian Person Should Know Who Kirk Really Was!,@TiffaniHall-g7l,2025-09-28T11:11:32Z,0,every christian person know kirk really,0.0,Netral
Something both men could have presented as bipartisan on a show is RELEASE THOSE EPSTEIN FILES.,@benfromalbuquerque6083,2025-09-28T11:02:44Z,1,something men could presented bipartisan show release epstein files,0.0,Netral
Your platform is exactly the reason why those scums are so brainwashed and why one of them finally took the matter to his own hands. Hypocrites.,@leosun8356,2025-09-28T10:43:56Z,0,platform exactly reason scums brainwashed one finally took matter hands hypocrites,0.0258,Netral
He never declared anyone a mortal enemy.,@rcabletn,2025-09-28T09:55:15Z,0,never declared anyone mortal enemy,-0.5423,Negatif
"Trying to garner grace, now ?",@rcabletn,2025-09-28T09:51:54Z,0,trying garner grace,0.4215,Positif
"Well said, thank you.
Wish everyone would go on path off dialog.
Let us not let dialog, die with CK.",@zb7293,2025-09-28T09:18:36Z,0,well said thank wish everyone would path dialog let let dialog die,0.34,Positif
Ive gained much respect for  Van Jones for sharing this.,@briannasmith279,2025-09-28T08:56:05Z,1,ive gained much respect van jones sharing,0.8176,Positif
"… the sentiment is all well and good but tbh, Charlie Kirk didn’t discuss like a gentleman. His goal was always beat his opponent, not try to understand the issue. I’m sure he thought he was being a gentleman.",@Liimiinaa,2025-09-28T08:51:58Z,1,sentiment well good tbh charlie kirk didnt discuss like gentleman goal always beat opponent try understand issue sure thought gentleman,0.6358,Positif
Thank you for sharing,@MariaRodriguez-ez9sj,2025-09-28T08:23:25Z,2,thank sharing,0.6486,Positif
"wow. I didn't know eCharlie or Van before his murder. But I really respect and thank Van for bringing the message to light in a right way. Van and Charlie also had a lot in common: both pro - no censorship, no civil war, no vilonce, open respectful debate and the fact that you two admit when the other person is in the right about something even when you disagree with their views. It takes so much maturity and wisdom to do that. Thank you Van and I hope this leads him to the right path of the truth.",@JL-vy7qh,2025-09-28T08:07:11Z,1,wow know echarlie van murder really respect thank van bringing message light right way van charlie also lot common pro censorship civil war vilonce open respectful debate fact two admit person right something even disagree views takes much maturity wisdom thank van hope leads right path truth,0.9178,Positif
MAGA IS GOING TO HELL,@JusticeJavar,2025-09-28T08:06:46Z,0,maga going hell,-0.6808,Negatif
"I do not like this bloke but it was really good to hear at least ONE person on the left say ""WE need to turn the temperature down"" and not ""YOU (the right) need to turn the temp down!"" Good on him for that. He never would've beaten Charlie in debate, but we'll never know now because someone on the left made it impossible to find out...",@AL-Lee-G,2025-09-28T08:02:02Z,1,like bloke really good hear least one person left say need turn temperature right need turn temp good never would beaten charlie debate never know someone left made impossible find,0.8812,Positif
"Thanks for making this public Van. However, you would have never beaten Charlie Kirk in a debate even in a rigged unfair Anderson Cooper edited show😄",@SarahSmith-hd8kd,2025-09-28T07:33:02Z,0,thanks making public van however would never beaten charlie kirk debate even rigged unfair anderson cooper edited show,-0.0946,Negatif
😅😅😅😅😅,@Newtube-z6x,2025-09-28T07:30:05Z,0,,0.0,Netral
"F - Charlie Kirk.  He spent his entire adult life trying to poison young minds to hate the same people that he hated , why ? Because they were different. When you put that much hate out into the universe every single day,  you shouldn't be surprised when some comes back around to you.",@badgeswedontneednostinking5571,2025-09-28T07:24:13Z,0,charlie kirk spent entire adult life trying poison young minds hate people hated different put much hate universe every single day surprised comes back around,-0.9349,Negatif
Van jones  you 🦝,@troyh751,2025-09-28T07:11:42Z,0,van jones,0.0,Netral
"Most Americans used to be the tightest knitted Country. I knew of we all stood for one and then the great divide happened and finally somebody saw the sense in it all from the left.  
Kudos to you.",@goodtogo2769,2025-09-28T06:56:05Z,0,americans used tightest knitted country knew stood one great divide happened finally somebody saw sense left kudos,0.8126,Positif
"Maybe Kirk was just a money hungry monster. He knew how to edit and get eyes on his material for maximum cashflow. Sadly he was used by the far right as a useful idiot. 
Look at every time Trump and he met, Trump has such a look of disgust, as if he looked down upon Kirk. 
And that sad excuse of a wake when half the maga inner circle spoke and sold crap to make money off of a man's death. That says it all. They used him and he fell right into the hole. 

This should be proof for all you trumplicans. The rich don't give a flying F about you, me or the country. 
You have far more in common with the Democrats and indipendants than you care to admit. 
The rich are very effective at dividing us to fight amongst ourselves instead of focusing on the things that truly matter they'd have you up in arms over green M&Ms and kids books. 
Instead of thinking of how the rich has been screwing us all over for decades. How our water is becoming poisoned and undrinkable. How our air is causing illness. 
Hell, even our food is poisonous and toxic nowadays. 

The richest nation on earth and we can't get basic rights and care? 
Oh but Virginia Fox got whole milk back into school, ya know cause ""if it's good enough for Santa clause, and he goes round the PLANET in 1 night"". 
Or 
Trump deploying national guard to all blue states,  cause thats not alarming. Right? 

Time to wake up. Steven miller, bannon and the rest of those rich snakes are paving the way to rob us all blind, once again. 
They sold all our factories and industry out from 1970s to 2000s. Now act like they care that was done, why didn't Trump make all his stuff here then?",@FinnVonSmith,2025-09-28T06:53:26Z,1,maybe kirk money hungry monster knew edit get eyes material maximum cashflow sadly used far right useful idiot look every time trump met trump look disgust looked upon kirk sad excuse wake half maga inner circle spoke sold crap make money man death says used fell right hole proof trumplicans rich give flying country far common democrats indipendants care admit rich effective dividing fight amongst instead focusing things truly matter arms green kids books instead thinking rich screwing decades water becoming poisoned undrinkable air causing illness hell even food poisonous toxic nowadays richest nation earth get basic rights care virginia fox got whole milk back school know cause good enough santa clause goes round planet night trump deploying national guard blue states cause thats alarming right time wake steven miller bannon rest rich snakes paving way rob blind sold factories industry act like care done trump make stuff,-0.296,Negatif
The massage is: Trump is abusing this situation. He's disgusting. And the worst part is that so many don't see it.,@JohannGiesbrecht-lj4dk,2025-09-28T06:40:04Z,1,massage trump abusing situation disgusting worst part many see,-0.8885,Negatif
"OH PLEASE, you're so ridiculous man. You're so sold out it's not even funny. He just wanted to get you there so he could hopefully humiliate you!🙄🙄🙄  there's nothing to debate, Charlie Kirk was wrong he was a propagandist of h@te!",@debbiethompson14,2025-09-28T06:35:00Z,1,please ridiculous man sold even funny wanted get could hopefully humiliate nothing debate charlie kirk wrong propagandist,-0.296,Negatif
The best thing I heard from CNN in 2025 and the only one,@Batchat2352,2025-09-28T06:34:09Z,0,best thing heard cnn one,0.6369,Positif
He doing it for clout. Fake news,@trackstr18,2025-09-28T06:27:41Z,0,clout fake news,-0.4767,Negatif
"He was for taking away everybody's right.That's what he was. Just because he was trying to reach you doesn't mean that he was gonna do and about face and become a democrat lol nice try. He thought you were subhuman.. one more comment words, not weapons. Give me a break.He wanted open public executions...smh give me a fuckin break! The only one talking about war is trump, and all of his bootlicking wanna be dictator nazi fascist, clown show!",@loyolajack9218,2025-09-28T06:26:00Z,1,taking away everybody right trying reach mean gon face become democrat lol nice try thought subhuman one comment words weapons give break wanted open public executions smh give fuckin break one talking war trump bootlicking wan dictator nazi fascist clown show,-0.7906,Negatif
"Couldn't. 
Care. 
Less.",@joeg4589,2025-09-28T06:16:10Z,0,care less,0.4939,Positif
"Charlie Kirk was a racist, who debated the worth of people who are not white, he's wrong to start with, and there's nothing to debate about or disagree agreeably. There's no reason to elevate his stature, your worth and value are God given and not up for debate.",@Hermonator007,2025-09-28T06:11:23Z,0,charlie kirk racist debated worth people white wrong start nothing debate disagree agreeably reason elevate stature worth value god given debate,-0.2023,Negatif
